,new_cases_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,Africa,Asia,Europe,North America,Oceania,South America
650,12.522,0.453,1.762,0.2395,4.2,20.52,16.65,24.115000000000002,47.22,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,0,1,0,0,0,0
651,79.275,0.542,0.29,0.2395,4.2,64.0,55.0,24.115000000000002,78.7,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,0,1,0,0,0,0
652,62.743,0.271,0.252,0.2663,3.8,64.0,55.0,24.115000000000002,78.7,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,0,1,0,0,0,0
653,54.205,0.678,0.189,0.3254,3.1,64.0,55.0,24.115000000000002,78.7,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,0,1,0,0,0,0
654,48.649,0.542,0.232,0.2483,4.0,64.0,55.0,24.115000000000002,78.7,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,0,1,0,0,0,0
655,66.13,0.407,0.238,0.2384,4.2,64.0,55.0,24.115000000000002,78.7,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,0,1,0,0,0,0
656,39.299,0.542,0.244,0.2314,4.3,64.0,55.0,24.115000000000002,78.7,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,0,1,0,0,0,0
657,38.215,0.678,0.249,0.2225,4.5,64.0,55.0,24.115000000000002,78.7,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,0,1,0,0,0,0
658,4835.736,8.035,12.05,0.3569,2.8,71.64,69.01,24.14,42.13,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,97.164,5.57,75.29,0.866,0,0,1,0,0,0
659,5683.115,12.32,12.039,0.3665,2.7,71.66,69.05,24.33,42.13,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,97.164,5.57,75.29,0.866,0,0,1,0,0,0
660,5265.853,6.428,12.01,0.3722,2.7,71.68,69.09,24.53,42.13,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,97.164,5.57,75.29,0.866,0,0,1,0,0,0
661,5429.758,5.892,12.106,0.3784,2.6,71.7,69.13,24.76,42.13,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,97.164,5.57,75.29,0.866,0,0,1,0,0,0
662,5624.73,5.892,12.024,0.3866,2.6,71.71,69.15,24.85,42.13,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,97.164,5.57,75.29,0.866,0,0,1,0,0,0
663,3874.802,3.214,12.003,0.3896,2.6,71.71,69.15,24.87,42.13,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,97.164,5.57,75.29,0.866,0,0,1,0,0,0
664,1952.935,4.821,12.002,0.3888,2.6,71.72,69.18,24.98,42.13,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,97.164,5.57,75.29,0.866,0,0,1,0,0,0
665,1080.49,2.216,1.762,0.2395,4.2,36.06,29.94,6.64,50.0,594.561,31.1,8.514,5.43,13367.565,1.65,266.591,12.71,26.9,40.7,72.704,2.9,78.93,0.744,0,1,0,0,0,0
666,1589.564,2.511,1.762,0.2395,4.2,36.1,30.02,6.69,50.0,594.561,31.1,8.514,5.43,13367.565,1.65,266.591,12.71,26.9,40.7,72.704,2.9,78.93,0.744,0,1,0,0,0,0
667,1395.448,2.807,1.762,0.2395,4.2,36.16,30.15,6.78,50.0,594.561,31.1,8.514,5.43,13367.565,1.65,266.591,12.71,26.9,40.7,72.704,2.9,78.93,0.744,0,1,0,0,0,0
668,1244.912,2.659,1.762,0.2395,4.2,36.19,30.18,6.82,50.0,594.561,31.1,8.514,5.43,13367.565,1.65,266.591,12.71,26.9,40.7,72.704,2.9,78.93,0.744,0,1,0,0,0,0
669,1251.56,2.807,1.762,0.2395,4.2,36.2,30.19,6.83,50.0,594.561,31.1,8.514,5.43,13367.565,1.65,266.591,12.71,26.9,40.7,72.704,2.9,78.93,0.744,0,1,0,0,0,0
670,908.09,2.511,1.762,0.2395,4.2,36.2,30.19,6.83,50.0,594.561,31.1,8.514,5.43,13367.565,1.65,266.591,12.71,26.9,40.7,72.704,2.9,78.93,0.744,0,1,0,0,0,0
671,938.227,2.807,1.762,0.2395,4.2,36.27,30.35,6.94,50.0,594.561,31.1,8.514,5.43,13367.565,1.65,266.591,12.71,26.9,40.7,72.704,2.9,78.93,0.744,0,1,0,0,0,0
672,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,1.2000000000000002,54.33,0.527,1,0,0,0,0,0
673,37.979,0.463,0.0975,0.03735,26.7,16.59,12.5,0.895,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,1.2000000000000002,54.33,0.527,1,0,0,0,0,0
674,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,1.2000000000000002,54.33,0.527,1,0,0,0,0,0
675,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,1.2000000000000002,54.33,0.527,1,0,0,0,0,0
676,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,1.2000000000000002,54.33,0.527,1,0,0,0,0,0
677,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,1.2000000000000002,54.33,0.527,1,0,0,0,0,0
678,42.611,0.463,0.0975,0.03735,26.7,16.59,12.5,0.895,45.37,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,1.2000000000000002,54.33,0.527,1,0,0,0,0,0
679,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1,0,0,0,0,0
680,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1,0,0,0,0,0
681,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1,0,0,0,0,0
682,0.772,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1,0,0,0,0,0
683,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1,0,0,0,0,0
684,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1,0,0,0,0,0
685,13.513,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,48.15,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,1,0,0,0,0,0
686,613.06,1.581,0.0975,0.03735,26.7,29.42,14.49,0.895,51.85,3.623,29.0,4.424,2.816,17881.509,36.8,341.862,10.43,1.6,24.6,18.362499999999997,3.7,72.91,0.724,1,0,0,0,0,0
687,628.149,1.006,0.0975,0.03735,26.7,29.565,14.605,0.895,51.85,3.623,29.0,4.424,2.816,17881.509,36.8,341.862,10.43,1.6,24.6,18.362499999999997,3.7,72.91,0.724,1,0,0,0,0,0
688,525.398,1.293,0.0975,0.03735,26.7,29.565,14.605,0.895,51.85,3.623,29.0,4.424,2.816,17881.509,36.8,341.862,10.43,1.6,24.6,18.362499999999997,3.7,72.91,0.724,1,0,0,0,0,0
689,562.906,1.15,0.0975,0.03735,26.7,29.565,14.605,0.895,51.85,3.623,29.0,4.424,2.816,17881.509,36.8,341.862,10.43,1.6,24.6,18.362499999999997,3.7,72.91,0.724,1,0,0,0,0,0
690,0.0,0.0,0.0975,0.03735,26.7,29.565,14.605,0.895,51.85,3.623,29.0,4.424,2.816,17881.509,36.8,341.862,10.43,1.6,24.6,18.362499999999997,3.7,72.91,0.724,1,0,0,0,0,0
691,609.611,2.156,0.0975,0.03735,26.7,29.71,14.72,0.895,51.85,3.623,29.0,4.424,2.816,17881.509,36.8,341.862,10.43,1.6,24.6,18.362499999999997,3.7,72.91,0.724,1,0,0,0,0,0
692,406.982,1.868,0.0975,0.03735,26.7,29.565,14.605,0.895,51.85,3.623,29.0,4.424,2.816,17881.509,36.8,341.862,10.43,1.6,24.6,18.362499999999997,3.7,72.91,0.724,1,0,0,0,0,0
693,3409.84,9.666,10.871,0.417,2.4,72.23,69.23,33.01,53.7,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,97.164,6.56,75.93,0.882,0,0,1,0,0,0
694,4801.733,7.064,10.979,0.427,2.3,72.24,69.25,33.1,53.7,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,97.164,6.56,75.93,0.882,0,0,1,0,0,0
695,4686.858,7.064,10.863,0.438,2.3,72.25,69.28,33.18,53.7,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,97.164,6.56,75.93,0.882,0,0,1,0,0,0
696,4818.463,5.948,10.765,0.449,2.2,72.27,69.31,33.27,53.7,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,97.164,6.56,75.93,0.882,0,0,1,0,0,0
697,4821.065,6.32,10.589,0.454,2.2,72.27,69.32,33.28,20.37,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,97.164,6.56,75.93,0.882,0,0,1,0,0,0
698,3523.229,6.32,10.597,0.456,2.2,72.27,69.32,33.28,20.37,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,97.164,6.56,75.93,0.882,0,0,1,0,0,0
699,2450.683,4.833,10.313,0.469,2.1,72.27,69.33,33.33,20.37,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,97.164,6.56,75.93,0.882,0,0,1,0,0,0
700,2288.859,1.575,8.459,0.376,2.7,75.03,68.46000000000001,53.38,55.56,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,97.164,4.51,82.25,0.916,0,0,1,0,0,0
701,4013.774,4.726,8.127,0.363,2.8,75.05,68.46000000000001,53.71,55.56,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,97.164,4.51,82.25,0.916,0,0,1,0,0,0
702,3141.078,0.0,7.897,0.357,2.8,75.08,68.46000000000001,54.02,55.56,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,97.164,4.51,82.25,0.916,0,0,1,0,0,0
703,3115.873,3.151,7.621,0.354,2.8,75.11,68.46000000000001,54.45,55.56,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,97.164,4.51,82.25,0.916,0,0,1,0,0,0
704,0.0,0.0,7.292,0.342,2.9,75.13,68.46000000000001,54.78,55.56,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,97.164,4.51,82.25,0.916,0,0,1,0,0,0
705,0.0,0.0,7.253,0.341,2.9,75.095,68.46000000000001,54.235,55.56,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,97.164,4.51,82.25,0.916,0,0,1,0,0,0
706,4773.052,9.452,7.134,0.336,3.0,75.15,68.46000000000001,54.98,55.56,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,97.164,4.51,82.25,0.916,0,0,1,0,0,0
707,0.0,0.0,0.041,0.2382,4.2,3.44,3.26,0.895,40.74,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,1.6,24.6,50.54,0.2,67.04,0.528,1,0,0,0,0,0
708,0.0,0.0,0.041,0.2382,4.2,3.44,3.26,0.895,40.74,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,1.6,24.6,50.54,0.2,67.04,0.528,1,0,0,0,0,0
709,0.0,0.0,0.041,0.2382,4.2,3.44,3.26,0.895,40.74,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,1.6,24.6,50.54,0.2,67.04,0.528,1,0,0,0,0,0
710,0.0,0.0,0.041,0.2382,4.2,3.44,3.26,0.895,40.74,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,1.6,24.6,50.54,0.2,67.04,0.528,1,0,0,0,0,0
711,74.4,1.161,0.041,0.2591,3.9,3.44,3.26,0.895,40.74,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,1.6,24.6,50.54,0.2,67.04,0.528,1,0,0,0,0,0
712,0.0,0.0,0.041,0.2591,3.9,3.44,3.26,0.895,40.74,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,1.6,24.6,50.54,0.2,67.04,0.528,1,0,0,0,0,0
713,0.0,0.0,0.041,0.2591,3.9,3.44,3.26,0.895,40.74,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,1.6,24.6,50.54,0.2,67.04,0.528,1,0,0,0,0,0
714,4.937,0.102,0.042,0.0959,10.4,7.66,3.95,0.895,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1,0,0,0,0,0
715,3.054,0.051,0.044,0.087,11.5,7.67,3.96,0.895,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1,0,0,0,0,0
716,3.105,0.051,0.046,0.0748,13.4,7.67,3.96,0.895,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1,0,0,0,0,0
717,2.29,0.102,0.044,0.0702,14.2,7.67,3.97,0.895,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1,0,0,0,0,0
718,2.901,0.153,0.043,0.0682,14.7,7.67,3.97,0.895,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1,0,0,0,0,0
719,0.916,0.051,0.042,0.0683,14.6,7.67,3.965,0.895,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1,0,0,0,0,0
720,1.578,0.102,0.046,0.0584,17.1,7.68,3.98,0.895,36.11,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,1,0,0,0,0,0
721,169.818,0.214,3.194,0.0493,20.3,79.54,78.46,36.86,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,72.704,1.9,76.16,0.81,0,1,0,0,0,0
722,175.005,0.214,2.931,0.0552,18.1,79.54,78.46,36.95,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,72.704,1.9,76.16,0.81,0,1,0,0,0,0
723,174.517,0.244,2.994,0.0544,18.4,79.55,78.47,37.25,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,72.704,1.9,76.16,0.81,0,1,0,0,0,0
724,220.709,0.336,3.114,0.0547,18.3,79.56,78.48,37.52,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,72.704,1.9,76.16,0.81,0,1,0,0,0,0
725,278.159,0.427,3.302,0.0568,17.6,79.61,78.48,37.7,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,72.704,1.9,76.16,0.81,0,1,0,0,0,0
726,307.815,0.275,3.577,0.0588,17.0,79.66,78.48,37.86,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,72.704,1.9,76.16,0.81,0,1,0,0,0,0
727,336.647,0.275,4.209,0.0564,17.7,79.69,78.49,38.2,54.17,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,72.704,1.9,76.16,0.81,0,1,0,0,0,0
728,4010.154,1.84,13.162,0.365,2.7,73.15,68.06,14.42,56.48,1454.433,30.6,4.12,2.875,15183.616,1.65,164.905,9.19,2.1,55.0,95.803,2.0,78.92,0.74,0,1,0,0,0,0
729,3940.252,1.84,12.805,0.3614,2.8,73.17,68.07,15.1,56.48,1454.433,30.6,4.12,2.875,15183.616,1.65,164.905,9.19,2.1,55.0,95.803,2.0,78.92,0.74,0,1,0,0,0,0
730,3373.68,3.679,12.446,0.3578,2.8,73.17,68.08,16.13,56.48,1454.433,30.6,4.12,2.875,15183.616,1.65,164.905,9.19,2.1,55.0,95.803,2.0,78.92,0.74,0,1,0,0,0,0
731,3596.262,0.0,12.029,0.3581,2.8,73.17,68.08,16.13,56.48,1454.433,30.6,4.12,2.875,15183.616,1.65,164.905,9.19,2.1,55.0,95.803,2.0,78.92,0.74,0,1,0,0,0,0
732,2922.998,1.84,11.663,0.3446,2.9,73.17,68.08,16.13,56.48,1454.433,30.6,4.12,2.875,15183.616,1.65,164.905,9.19,2.1,55.0,95.803,2.0,78.92,0.74,0,1,0,0,0,0
733,3232.037,3.679,11.241,0.3322,3.0,73.18,68.09,16.81,56.48,1454.433,30.6,4.12,2.875,15183.616,1.65,164.905,9.19,2.1,55.0,95.803,2.0,78.92,0.74,0,1,0,0,0,0
734,2899.084,1.84,10.581,0.3237,3.1,73.18,68.11,17.48,56.48,1454.433,30.6,4.12,2.875,15183.616,1.65,164.905,9.19,2.1,55.0,95.803,2.0,78.92,0.74,0,1,0,0,0,0
735,2.349,0.048,0.0975,0.03735,26.7,5.05,3.2,0.895,38.89,15.196,16.4,2.519,1.486,2014.306,36.8,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,1,0,0,0,0,0
736,1.438,0.0,0.0975,0.03735,26.7,5.05,3.2,0.895,38.89,15.196,16.4,2.519,1.486,2014.306,36.8,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,1,0,0,0,0,0
737,0.815,0.0,0.0975,0.03735,26.7,5.05,3.2,0.895,38.89,15.196,16.4,2.519,1.486,2014.306,36.8,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,1,0,0,0,0,0
738,0.384,0.0,0.0975,0.03735,26.7,5.05,3.2,0.895,38.89,15.196,16.4,2.519,1.486,2014.306,36.8,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,1,0,0,0,0,0
739,0.0,0.0,0.0975,0.03735,26.7,5.05,3.2,0.895,38.89,15.196,16.4,2.519,1.486,2014.306,36.8,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,1,0,0,0,0,0
740,2.349,0.0,0.0975,0.03735,26.7,5.05,3.2,0.895,38.89,15.196,16.4,2.519,1.486,2014.306,36.8,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,1,0,0,0,0,0
741,0.479,0.0,0.0975,0.03735,26.7,5.05,3.2,0.895,38.89,15.196,16.4,2.519,1.486,2014.306,36.8,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,1,0,0,0,0,0
742,482.465,1.938,5.449,0.0799,12.5,90.05,87.58,42.815,56.48,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,97.164,4.485,82.53,0.895,0,0,1,0,0,0
743,439.837,9.688,5.342,0.0769,13.0,90.1,87.74,42.815,56.48,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,97.164,4.485,82.53,0.895,0,0,1,0,0,0
744,465.026,5.813,5.071,0.0816,12.3,90.14,87.91,42.815,56.48,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,97.164,4.485,82.53,0.895,0,0,1,0,0,0
745,414.648,1.938,4.995,0.082,12.2,90.19,88.09,42.815,56.48,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,97.164,4.485,82.53,0.895,0,0,1,0,0,0
746,377.834,9.688,4.759,0.0864,11.6,90.23,88.21,42.815,56.48,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,97.164,4.485,82.53,0.895,0,0,1,0,0,0
747,306.142,7.75,4.641,0.0866,11.5,90.27,88.31,42.815,56.48,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,97.164,4.485,82.53,0.895,0,0,1,0,0,0
748,339.082,1.938,4.47,0.0903,11.1,90.31,88.38,42.815,52.78,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,97.164,4.485,82.53,0.895,0,0,1,0,0,0
749,11.518,0.628,0.596,0.0326,30.7,31.34,20.99,0.895,51.85,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,1.6,24.6,15.95,1.2000000000000002,64.92,0.546,1,0,0,0,0,0
750,7.749,0.628,0.583,0.0278,36.0,31.34,20.99,0.895,51.85,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,1.6,24.6,15.95,1.2000000000000002,64.92,0.546,1,0,0,0,0,0
751,9.633,0.628,0.569,0.0243,41.2,31.34,20.99,0.895,51.85,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,1.6,24.6,15.95,1.2000000000000002,64.92,0.546,1,0,0,0,0,0
752,5.445,0.0,0.559,0.0196,51.1,31.34,20.99,0.895,51.85,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,1.6,24.6,15.95,1.2000000000000002,64.92,0.546,1,0,0,0,0,0
753,7.539,0.419,0.549,0.0171,58.5,31.34,20.99,0.895,51.85,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,1.6,24.6,15.95,1.2000000000000002,64.92,0.546,1,0,0,0,0,0
754,3.141,0.628,0.529,0.0147,68.0,31.34,20.99,0.895,51.85,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,1.6,24.6,15.95,1.2000000000000002,64.92,0.546,1,0,0,0,0,0
755,6.701,0.419,0.519,0.0142,70.2,31.34,20.99,0.895,51.85,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,1.6,24.6,15.95,1.2000000000000002,64.92,0.546,1,0,0,0,0,0
756,1066.413,0.0,0.0975,0.03735,26.7,76.5,72.0,0.895,43.52,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,18.362499999999997,3.4,74.99,0.804,1,0,0,0,0,0
757,936.841,0.0,0.0975,0.03735,26.7,76.5,72.0,0.895,47.22,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,18.362499999999997,3.4,74.99,0.804,1,0,0,0,0,0
758,515.145,0.0,0.0975,0.03735,26.7,76.5,72.0,0.895,47.22,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,18.362499999999997,3.4,74.99,0.804,1,0,0,0,0,0
759,1433.14,0.0,0.0975,0.03735,26.7,76.5,72.0,0.895,47.22,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,18.362499999999997,3.4,74.99,0.804,1,0,0,0,0,0
760,1473.974,0.0,0.0975,0.03735,26.7,76.5,72.0,0.895,47.22,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,18.362499999999997,3.4,74.99,0.804,1,0,0,0,0,0
761,1355.397,0.0,0.0975,0.03735,26.7,76.5,72.0,0.895,47.22,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,18.362499999999997,3.4,74.99,0.804,1,0,0,0,0,0
762,1370.317,14.92,0.0975,0.03735,26.7,76.5,72.0,0.895,47.22,622.962,37.4,10.945,5.884,20292.745,0.5,224.644,22.02,3.2,40.7,18.362499999999997,3.4,74.99,0.804,1,0,0,0,0,0
763,330.863,6.364,0.369,0.642,1.6,64.22,59.3,11.22,61.57,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,0,0,0,1,0,0
764,0.0,0.0,0.341,0.632,1.6,64.24,59.34,11.22,61.57,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,0,0,0,1,0,0
765,323.816,4.399,0.316,0.621,1.6,64.28,59.4,11.22,61.57,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,0,0,0,1,0,0
766,600.159,10.256,0.292,0.611,1.6,64.34,59.48,11.22,61.57,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,0,0,0,1,0,0
767,270.554,4.514,0.281,0.604,1.7,64.31,59.44,11.22,61.57,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,0,0,0,1,0,0
768,78.565,0.99,0.272,0.599,1.7,64.4,59.57,11.22,61.57,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,0,0,0,1,0,0
769,70.949,1.581,0.226,0.588,1.7,64.41,59.58,11.22,38.89,66.444,29.3,6.857,4.321,17336.469,2.5,152.783,13.06,6.9,21.4,87.847,1.38,75.05,0.779,0,0,0,1,0,0
770,1080.51,5.964,6.6530000000000005,0.3336,3.0,73.49,25.17,42.815,50.93,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,0,0,1,0,0,0
771,1191.344,6.213,6.6530000000000005,0.3336,3.0,73.49,25.19,42.815,50.93,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,0,0,1,0,0,0
772,1305.906,6.71,6.6530000000000005,0.3336,3.0,73.49,25.22,42.815,50.93,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,0,0,1,0,0,0
773,1295.221,3.976,6.6530000000000005,0.3336,3.0,73.49,25.22,42.815,50.93,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,0,0,1,0,0,0
774,975.889,5.219,6.6530000000000005,0.3336,3.0,73.49,25.26,42.815,47.22,123.655,37.6,10.864,6.955,5189.972,0.2,408.502,5.72,5.9,44.6,86.979,5.8,71.9,0.75,0,0,1,0,0,0
