,new_cases_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,Africa,Asia,Europe,North America,Oceania,South America
283,0.0,0.0,0.0975,0.03735,26.7,11.0,12.5,0.895,51.85,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,1.2000000000000002,64.57,0.574,1,0,0,0,0,0
284,0.0,0.0,0.0975,0.03735,26.7,11.0,12.5,0.895,51.85,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,1.2000000000000002,64.57,0.574,1,0,0,0,0,0
285,0.0,0.0,0.0975,0.03735,26.7,11.0,12.5,0.895,51.85,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,1.2000000000000002,64.57,0.574,1,0,0,0,0,0
286,15.379,0.707,0.0975,0.03735,26.7,11.0,12.5,0.895,51.85,15.405,19.0,3.402,2.063,4881.406,37.0,344.094,7.2,1.7,52.3,47.964,1.2000000000000002,64.57,0.574,1,0,0,0,0,0
287,1285.451,3.503,2.524,0.402,2.5,79.58,72.27,11.97,50.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,1,0,0
288,1379.437,2.335,2.501,0.412,2.4,79.58,72.27,11.97,50.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,1,0,0
289,1398.896,3.113,2.419,0.427,2.3,79.58,72.27,11.97,50.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,1,0,0
290,1210.729,3.892,2.389,0.42,2.4,79.58,72.27,11.97,50.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,1,0,0
291,0.0,0.0,2.415,0.41,2.4,79.58,72.27,11.97,50.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,1,0,0
292,0.0,0.0,2.369,0.418,2.4,79.58,72.27,11.97,50.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,1,0,0
293,2283.884,10.313,2.314,0.426,2.3,79.58,72.27,11.97,50.0,96.079,33.6,9.468,5.694,15524.995,1.3,137.973,8.78,6.4,17.4,83.841,1.13,80.28,0.81,0,0,0,1,0,0
294,2.403,0.0,0.078,0.0284,35.2,20.0,10.0,0.895,21.3,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,1.6,24.6,19.351,1.2000000000000002,57.78,0.538,1,0,0,0,0,0
295,0.0,0.0,0.08,0.0256,39.1,20.0,10.0,0.895,21.3,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,1.6,24.6,19.351,1.2000000000000002,57.78,0.538,1,0,0,0,0,0
296,0.0,0.0,0.082,0.0192,52.1,20.0,10.0,0.895,21.3,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,1.6,24.6,19.351,1.2000000000000002,57.78,0.538,1,0,0,0,0,0
297,1.405,0.037,0.073,0.0184,54.2,20.0,10.0,0.895,21.3,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,1.6,24.6,19.351,1.2000000000000002,57.78,0.538,1,0,0,0,0,0
298,2.957,0.0,0.065,0.0228,43.9,20.0,10.0,0.895,21.3,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,1.6,24.6,19.351,1.2000000000000002,57.78,0.538,1,0,0,0,0,0
299,0.702,0.0,0.06,0.0199,50.2,20.0,10.0,0.895,21.3,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,1.6,24.6,19.351,1.2000000000000002,57.78,0.538,1,0,0,0,0,0
300,0.665,0.037,0.063,0.0184,54.4,20.0,10.0,0.895,21.3,76.399,18.7,2.933,1.582,3601.006,28.2,303.74,2.42,1.6,24.6,19.351,1.2000000000000002,57.78,0.538,1,0,0,0,0,0
301,1809.314,16.17,4.04,0.4955,2.0,56.24,54.08,42.815,37.96,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,97.164,5.54,78.49,0.851,0,0,1,0,0,0
302,2450.72,13.23,3.942,0.4917,2.0,56.26,54.11,42.815,37.96,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,97.164,5.54,78.49,0.851,0,0,1,0,0,0
303,2159.662,10.29,3.849,0.4882,2.0,56.28,54.15,42.815,37.96,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,97.164,5.54,78.49,0.851,0,0,1,0,0,0
304,1983.018,11.27,3.742,0.4852,2.1,56.3,54.18,42.815,37.96,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,97.164,5.54,78.49,0.851,0,0,1,0,0,0
305,1846.309,10.535,3.403,0.5091,2.0,56.31,54.2,42.815,37.96,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,97.164,5.54,78.49,0.851,0,0,1,0,0,0
306,1171.093,14.455,3.289,0.5114,2.0,56.31,54.2,42.815,37.96,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,97.164,5.54,78.49,0.851,0,0,1,0,0,0
307,311.148,13.965,3.499,0.479,2.1,56.32,54.23,42.815,37.96,73.726,44.0,19.724,13.053,22669.797,0.7,253.782,5.59,34.3,39.9,97.164,5.54,78.49,0.851,0,0,1,0,0,0
308,142.258,0.707,1.0314999999999999,0.20350000000000001,4.9,93.43,86.89,47.72,29.63,110.408,43.1,14.738,9.719,15524.995,2.2,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,0,0,0,1,0,0
309,129.004,0.707,1.0314999999999999,0.20350000000000001,4.9,93.49,86.98,49.37,29.63,110.408,43.1,14.738,9.719,15524.995,2.2,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,0,0,0,1,0,0
310,136.603,0.442,1.0314999999999999,0.20350000000000001,4.9,93.49,86.98,49.37,29.63,110.408,43.1,14.738,9.719,15524.995,2.2,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,0,0,0,1,0,0
311,126.706,0.619,1.0314999999999999,0.20350000000000001,4.9,93.49,86.97,48.98,29.63,110.408,43.1,14.738,9.719,15524.995,2.2,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,0,0,0,1,0,0
312,121.935,0.353,1.0314999999999999,0.20350000000000001,4.9,93.49,86.98,49.37,29.63,110.408,43.1,14.738,9.719,15524.995,2.2,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,0,0,0,1,0,0
313,118.401,0.707,1.0314999999999999,0.20350000000000001,4.9,93.49,86.98,49.6,29.63,110.408,43.1,14.738,9.719,15524.995,2.2,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,0,0,0,1,0,0
314,119.196,0.353,1.0314999999999999,0.20350000000000001,4.9,93.51,87.0,49.65,29.63,110.408,43.1,14.738,9.719,15524.995,2.2,190.968,8.27,17.1,53.3,85.198,5.2,78.8,0.783,0,0,0,1,0,0
315,3390.606,1.116,116.387,0.0245,40.8,73.49,71.03,45.84,38.89,127.657,37.3,13.416,8.563,32415.132,0.5,141.171,9.24,19.6,52.7,97.164,3.4,80.98,0.887,0,0,1,0,0,0
316,3440.829,2.232,117.739,0.0258,38.8,73.49,70.98,45.65,38.89,127.657,37.3,13.416,8.563,32415.132,0.5,141.171,9.24,19.6,52.7,97.164,3.4,80.98,0.887,0,0,1,0,0,0
317,3435.249,0.0,119.108,0.0262,38.1,73.49,71.03,45.84,38.89,127.657,37.3,13.416,8.563,32415.132,0.5,141.171,9.24,19.6,52.7,97.164,3.4,80.98,0.887,0,0,1,0,0,0
318,3244.402,4.464,120.198,0.0264,37.9,73.49,71.03,45.84,38.89,127.657,37.3,13.416,8.563,32415.132,0.5,141.171,9.24,19.6,52.7,97.164,3.4,80.98,0.887,0,0,1,0,0,0
319,2866.055,1.116,120.718,0.0268,37.3,73.49,71.03,45.84,38.89,127.657,37.3,13.416,8.563,32415.132,0.5,141.171,9.24,19.6,52.7,97.164,3.4,80.98,0.887,0,0,1,0,0,0
320,2470.968,4.464,120.76,0.0268,37.3,73.49,71.21,46.35,38.89,127.657,37.3,13.416,8.563,32415.132,0.5,141.171,9.24,19.6,52.7,97.164,3.4,80.98,0.887,0,0,1,0,0,0
321,0.0,0.0,121.112,0.0222,45.0,73.49,71.03,45.84,38.89,127.657,37.3,13.416,8.563,32415.132,0.5,141.171,9.24,19.6,52.7,97.164,3.4,80.98,0.887,0,0,1,0,0,0
322,2762.819,3.17,14.301,0.248,4.0,64.62,63.32,35.21,41.67,137.176,43.3,19.027,11.58,32605.906,0.5,227.485,6.82,30.5,38.3,97.164,6.63,79.38,0.9,0,0,1,0,0,0
323,5350.153,3.543,14.152,0.24,4.2,64.63,63.37,35.4,41.67,137.176,43.3,19.027,11.58,32605.906,0.5,227.485,6.82,30.5,38.3,97.164,6.63,79.38,0.9,0,0,1,0,0,0
324,4051.451,4.103,14.029,0.244,4.1,64.64,63.41,35.59,41.67,137.176,43.3,19.027,11.58,32605.906,0.5,227.485,6.82,30.5,38.3,97.164,6.63,79.38,0.9,0,0,1,0,0,0
325,3524.343,3.543,13.515,0.235,4.3,64.66,63.46,35.87,41.67,137.176,43.3,19.027,11.58,32605.906,0.5,227.485,6.82,30.5,38.3,97.164,6.63,79.38,0.9,0,0,1,0,0,0
326,2683.468,4.382,13.095,0.249,4.0,64.66,63.46,35.91,41.67,137.176,43.3,19.027,11.58,32605.906,0.5,227.485,6.82,30.5,38.3,97.164,6.63,79.38,0.9,0,0,1,0,0,0
327,2245.595,3.637,12.774,0.239,4.2,64.66,63.47,35.93,41.67,137.176,43.3,19.027,11.58,32605.906,0.5,227.485,6.82,30.5,38.3,97.164,6.63,79.38,0.9,0,0,1,0,0,0
328,851.038,2.704,12.444,0.246,4.1,64.67,63.5,36.05,41.67,137.176,43.3,19.027,11.58,32605.906,0.5,227.485,6.82,30.5,38.3,97.164,6.63,79.38,0.9,0,0,1,0,0,0
329,0.0,0.0,0.0975,0.03735,26.7,0.48,0.27,0.895,33.33,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,1.6,24.6,4.472,1.2000000000000002,60.68,0.48,1,0,0,0,0,0
330,1.418,0.0,0.0975,0.03735,26.7,0.48,0.27,0.895,33.33,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,1.6,24.6,4.472,1.2000000000000002,60.68,0.48,1,0,0,0,0,0
331,0.0,0.0,0.0975,0.03735,26.7,0.48,0.27,0.895,33.33,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,1.6,24.6,4.472,1.2000000000000002,60.68,0.48,1,0,0,0,0,0
332,0.0,0.0,0.0975,0.03735,26.7,0.48,0.27,0.895,33.33,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,1.6,24.6,4.472,1.2000000000000002,60.68,0.48,1,0,0,0,0,0
333,0.0,0.0,0.0975,0.03735,26.7,0.48,0.27,0.895,33.33,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,1.6,24.6,4.472,1.2000000000000002,60.68,0.48,1,0,0,0,0,0
334,0.0,0.0,0.0975,0.03735,26.7,0.48,0.27,0.895,33.33,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,1.6,24.6,4.472,1.2000000000000002,60.68,0.48,1,0,0,0,0,0
335,1.905,0.411,0.0975,0.03735,26.7,0.48,0.27,0.895,33.33,35.879,17.0,3.02,1.745,808.133,77.1,318.949,6.1,1.6,24.6,4.472,1.2000000000000002,60.68,0.48,1,0,0,0,0,0
336,7803.826,2.58,29.158,0.2555,3.9,83.04,82.06,60.52,16.67,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,97.164,2.5,80.9,0.94,0,0,1,0,0,0
337,9461.232,3.44,27.961,0.2737,3.7,83.05,82.09,60.61,16.67,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,97.164,2.5,80.9,0.94,0,0,1,0,0,0
338,7607.552,3.612,27.064,0.2766,3.6,83.05,82.1,60.69,16.67,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,97.164,2.5,80.9,0.94,0,0,1,0,0,0
339,6911.562,2.924,26.408,0.2709,3.7,83.06,82.13,60.77,16.67,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,97.164,2.5,80.9,0.94,0,0,1,0,0,0
340,6741.435,6.021,26.387,0.2694,3.7,83.06,82.14,60.81,16.67,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,97.164,2.5,80.9,0.94,0,0,1,0,0,0
341,6280.768,3.096,26.75,0.266,3.8,83.06,82.15,60.85,16.67,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,97.164,2.5,80.9,0.94,0,0,1,0,0,0
342,5994.7,4.817,26.205,0.2769,3.6,83.06,82.17,60.92,16.67,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,97.164,2.5,80.9,0.94,0,0,1,0,0,0
343,7.982,0.0,0.0975,0.03735,26.7,13.11,9.12,0.895,49.07,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,18.362499999999997,1.4,67.11,0.524,1,0,0,0,0,0
344,2.993,0.0,0.0975,0.03735,26.7,13.11,9.12,0.895,49.07,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,18.362499999999997,1.4,67.11,0.524,1,0,0,0,0,0
345,16.963,0.0,0.0975,0.03735,26.7,13.11,9.12,0.895,49.07,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,18.362499999999997,1.4,67.11,0.524,1,0,0,0,0,0
346,14.967,0.0,0.0975,0.03735,26.7,13.11,9.12,0.895,49.07,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,18.362499999999997,1.4,67.11,0.524,1,0,0,0,0,0
347,2.993,0.0,0.0975,0.03735,26.7,13.11,9.12,0.895,49.07,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,18.362499999999997,1.4,67.11,0.524,1,0,0,0,0,0
348,0.0,0.0,0.0975,0.03735,26.7,13.11,9.12,0.895,49.07,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,18.362499999999997,1.4,67.11,0.524,1,0,0,0,0,0
349,13.969,0.0,0.0975,0.03735,26.7,13.11,9.12,0.895,49.07,41.285,25.4,4.213,2.38,2705.406,22.5,258.037,6.05,1.7,24.5,18.362499999999997,1.4,67.11,0.524,1,0,0,0,0,0
350,116.399,0.274,0.588,0.2706,3.7,64.005,53.1,18.825,37.96,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,1,0,0
351,127.719,0.274,0.564,0.2505,4.0,63.96,53.01,18.41,37.96,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,1,0,0
352,92.845,0.183,0.54,0.2154,4.6,63.98,53.06,18.61,37.96,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,1,0,0
353,100.514,0.365,0.595,0.1865,5.4,64.0,53.09,18.79,37.96,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,1,0,0
354,147.895,0.274,0.626,0.1839,5.4,64.01,53.11,18.86,37.96,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,1,0,0
355,87.276,0.274,0.665,0.1679,6.0,64.01,53.12,18.89,37.96,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,1,0,0
356,95.31,0.365,0.643,0.1707,5.9,64.03,53.16,19.04,37.96,222.873,27.6,6.981,4.419,14600.861,1.6,266.653,8.2,8.5,19.1,55.182,1.6,74.08,0.756,0,0,0,1,0,0
357,405.792,2.18,0.604,0.637,1.6,81.96,74.45,14.84,60.65,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,1
358,364.592,3.745,0.568,0.638,1.6,81.99,74.52,15.13,60.65,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,1
359,381.027,2.068,0.566,0.624,1.6,82.03,74.59,15.43,60.65,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,1
360,485.564,2.236,0.527,0.614,1.6,82.06,74.66,15.77,60.65,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,1
361,283.814,0.783,0.513,0.613,1.6,82.08,74.68,15.91,60.65,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,1
362,153.786,0.503,0.516,0.612,1.6,82.09,74.7,16.02,60.65,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,1
363,0.0,0.0,0.501,0.611,1.6,82.12,74.78,16.35,60.65,66.939,28.1,7.104,4.458,10581.936,3.6,140.448,5.55,2.0,12.3,80.635,1.5,77.01,0.759,0,0,0,0,0,1
364,21.974,0.46,0.0975,0.03735,26.7,37.56,27.28,0.895,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1,0,0,0,0,0
365,21.85,0.499,0.0975,0.03735,26.7,37.56,27.28,0.895,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1,0,0,0,0,0
366,21.878,0.432,0.0975,0.03735,26.7,37.56,27.28,0.895,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1,0,0,0,0,0
367,21.974,0.374,0.0975,0.03735,26.7,37.56,27.28,0.895,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1,0,0,0,0,0
368,22.041,0.556,0.0975,0.03735,26.7,37.56,27.28,0.895,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1,0,0,0,0,0
369,22.07,0.566,0.0975,0.03735,26.7,37.56,27.28,0.895,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1,0,0,0,0,0
370,21.792,0.547,0.0975,0.03735,26.7,37.56,27.28,0.895,43.52,97.999,25.3,5.159,2.891,10550.206,1.3,525.432,17.31,0.2,50.1,89.827,1.6,71.99,0.707,1,0,0,0,0,0
371,114.226,1.381,0.72,0.193,5.2,57.55,52.19,11.22,28.7,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,1,0,0
372,114.226,0.92,0.718,0.198,5.1,57.55,52.19,11.22,28.7,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,1,0,0
373,114.226,1.074,0.718,0.202,5.0,57.55,52.19,11.22,28.7,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,1,0,0
374,114.226,0.92,0.718,0.203,4.9,57.55,52.19,11.22,28.7,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,1,0,0
375,114.226,0.92,0.719,0.204,4.9,57.55,52.19,11.22,28.7,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,1,0,0
376,114.226,1.381,0.719,0.203,4.9,57.55,52.19,11.22,28.7,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,1,0,0
377,114.226,1.534,0.719,0.201,5.0,57.55,52.19,11.22,28.7,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,0,0,0,1,0,0
378,17.932,0.0,0.142,0.0666,15.0,16.59,12.5,0.895,42.595,45.194,22.4,2.846,1.752,22604.873,36.8,202.812,7.78,1.6,24.6,24.64,2.1,58.74,0.592,1,0,0,0,0,0
379,0.0,0.0,0.123,0.0431,23.2,16.59,12.5,0.895,42.595,45.194,22.4,2.846,1.752,22604.873,36.8,202.812,7.78,1.6,24.6,24.64,2.1,58.74,0.592,1,0,0,0,0,0
380,0.0,0.0,0.17,0.0314,31.9,16.59,12.5,0.895,42.595,45.194,22.4,2.846,1.752,22604.873,36.8,202.812,7.78,1.6,24.6,24.64,2.1,58.74,0.592,1,0,0,0,0,0
381,11.725,0.0,0.216,0.0196,51.0,16.59,12.5,0.895,42.595,45.194,22.4,2.846,1.752,22604.873,36.8,202.812,7.78,1.6,24.6,24.64,2.1,58.74,0.592,1,0,0,0,0,0
382,0.0,0.0,0.226,0.0188,53.2,16.59,12.5,0.895,42.595,45.194,22.4,2.846,1.752,22604.873,36.8,202.812,7.78,1.6,24.6,24.64,2.1,58.74,0.592,1,0,0,0,0,0
383,0.0,0.0,0.235,0.0181,55.3,16.59,12.5,0.895,42.595,45.194,22.4,2.846,1.752,22604.873,36.8,202.812,7.78,1.6,24.6,24.64,2.1,58.74,0.592,1,0,0,0,0,0
384,3.449,0.0,0.243,0.0194,51.5,16.59,12.5,0.895,42.595,45.194,22.4,2.846,1.752,22604.873,36.8,202.812,7.78,1.6,24.6,24.64,2.1,58.74,0.592,1,0,0,0,0,0
385,0.0,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,56.48,44.304,19.3,3.607,2.171,1510.459,36.8,311.11,6.05,0.2,11.4,18.362499999999997,0.7,66.32,0.459,1,0,0,0,0,0
386,12.217,0.278,0.0975,0.03735,26.7,16.59,12.5,0.895,56.48,44.304,19.3,3.607,2.171,1510.459,36.8,311.11,6.05,0.2,11.4,18.362499999999997,0.7,66.32,0.459,1,0,0,0,0,0
387,5.831,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,56.48,44.304,19.3,3.607,2.171,1510.459,36.8,311.11,6.05,0.2,11.4,18.362499999999997,0.7,66.32,0.459,1,0,0,0,0,0
388,4.998,0.278,0.0975,0.03735,26.7,16.59,12.5,0.895,56.48,44.304,19.3,3.607,2.171,1510.459,36.8,311.11,6.05,0.2,11.4,18.362499999999997,0.7,66.32,0.459,1,0,0,0,0,0
389,3.332,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,56.48,44.304,19.3,3.607,2.171,1510.459,36.8,311.11,6.05,0.2,11.4,18.362499999999997,0.7,66.32,0.459,1,0,0,0,0,0
390,1.666,0.0,0.0975,0.03735,26.7,16.59,12.5,0.895,56.48,44.304,19.3,3.607,2.171,1510.459,36.8,311.11,6.05,0.2,11.4,18.362499999999997,0.7,66.32,0.459,1,0,0,0,0,0
391,1.944,0.278,0.0975,0.03735,26.7,16.59,12.5,0.895,56.48,44.304,19.3,3.607,2.171,1510.459,36.8,311.11,6.05,0.2,11.4,18.362499999999997,0.7,66.32,0.459,1,0,0,0,0,0
392,4917.793,3.018,9.498,0.4819,2.1,64.49,62.91,31.51,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,97.164,4.69,78.74,0.892,0,0,1,0,0,0
393,5418.099,1.509,9.41,0.5016,2.0,64.5,62.94,31.65,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,97.164,4.69,78.74,0.892,0,0,1,0,0,0
394,5166.814,6.037,9.663,0.4954,2.0,64.51,62.96,31.79,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,97.164,4.69,78.74,0.892,0,0,1,0,0,0
395,6038.389,4.528,9.596,0.5233,1.9,64.53,62.98,31.93,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,97.164,4.69,78.74,0.892,0,0,1,0,0,0
396,5894.258,2.264,9.659,0.5276,1.9,64.53,62.99,31.99,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,97.164,4.69,78.74,0.892,0,0,1,0,0,0
397,5316.981,2.264,9.453,0.5516,1.8,64.53,62.99,32.03,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,97.164,4.69,78.74,0.892,0,0,1,0,0,0
398,3487.052,4.528,9.198,0.5628,1.8,64.55,63.01,32.11,54.63,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,97.164,4.69,78.74,0.892,0,0,1,0,0,0
399,47.767,0.0,0.0975,0.03735,26.7,31.96,12.5,0.895,60.19,79.492,21.5,3.163,1.845,7738.975,36.8,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1,0,0,0,0,0
400,26.442,0.853,0.0975,0.03735,26.7,31.96,12.5,0.895,60.19,79.492,21.5,3.163,1.845,7738.975,36.8,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1,0,0,0,0,0
401,43.502,0.0,0.0975,0.03735,26.7,31.96,12.5,0.895,60.19,79.492,21.5,3.163,1.845,7738.975,36.8,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1,0,0,0,0,0
402,29.854,0.853,0.0975,0.03735,26.7,31.96,12.5,0.895,60.19,79.492,21.5,3.163,1.845,7738.975,36.8,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1,0,0,0,0,0
403,9.383,0.0,0.0975,0.03735,26.7,31.96,12.5,0.895,60.19,79.492,21.5,3.163,1.845,7738.975,36.8,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1,0,0,0,0,0
404,1.706,0.853,0.0975,0.03735,26.7,31.96,12.5,0.895,60.19,79.492,21.5,3.163,1.845,7738.975,36.8,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1,0,0,0,0,0
405,22.177,0.0,0.0975,0.03735,26.7,31.96,12.5,0.895,60.19,79.492,21.5,3.163,1.845,7738.975,36.8,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,1,0,0,0,0,0
406,2.706,0.051,0.052,0.0568,17.6,7.95,12.5,0.895,40.74,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,1,0,0,0,0,0
407,2.672,0.025,0.052,0.0543,18.4,7.95,12.5,0.895,40.74,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,1,0,0,0,0,0
