,iso_code,date,new_cases_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_fully_vaccinated_per_hundred,stringency_index,population_density,median_age,aged_65_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,hospital_beds_per_thousand,human_development_index,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America
100,BRB,2/3/2022,2116.729,3.476,1.0314999999999999,0.20350000000000001,4.9,51.26,59.26,664.463,39.8,14.952,16978.068,2.2,170.05,13.57,1.9,14.5,5.8,0.814,0,0,0,1,0,0
101,BRB,2/4/2022,2148.011,10.427,1.0314999999999999,0.20350000000000001,4.9,51.3,59.26,664.463,39.8,14.952,16978.068,2.2,170.05,13.57,1.9,14.5,5.8,0.814,0,0,0,1,0,0
102,BRB,2/5/2022,2269.662,0.0,1.0314999999999999,0.20350000000000001,4.9,51.32,59.26,664.463,39.8,14.952,16978.068,2.2,170.05,13.57,1.9,14.5,5.8,0.814,0,0,0,1,0,0
103,BRB,2/6/2022,1605.795,0.0,1.0314999999999999,0.20350000000000001,4.9,51.34,59.26,664.463,39.8,14.952,16978.068,2.2,170.05,13.57,1.9,14.5,5.8,0.814,0,0,0,1,0,0
104,BRB,2/7/2022,1456.338,0.0,1.0314999999999999,0.20350000000000001,4.9,51.37,59.26,664.463,39.8,14.952,16978.068,2.2,170.05,13.57,1.9,14.5,5.8,0.814,0,0,0,1,0,0
105,BLR,2/1/2022,203.116,1.589,3.359,0.066,15.1,46.31,23.15,46.858,40.3,14.799,17167.967,0.5,443.129,5.18,10.5,46.1,11.0,0.823,0,0,1,0,0,0
106,BLR,2/2/2022,384.841,1.8,3.518,0.0705,14.2,46.31,23.15,46.858,40.3,14.799,17167.967,0.5,443.129,5.18,10.5,46.1,11.0,0.823,0,0,1,0,0,0
107,BLR,2/3/2022,528.441,1.589,3.81,0.0771,13.0,46.31,23.15,46.858,40.3,14.799,17167.967,0.5,443.129,5.18,10.5,46.1,11.0,0.823,0,0,1,0,0,0
108,BLR,2/4/2022,778.365,1.8,3.974,0.0935,10.7,46.31,23.15,46.858,40.3,14.799,17167.967,0.5,443.129,5.18,10.5,46.1,11.0,0.823,0,0,1,0,0,0
109,BLR,2/5/2022,871.663,1.694,3.947,0.1168,8.6,46.31,23.15,46.858,40.3,14.799,17167.967,0.5,443.129,5.18,10.5,46.1,11.0,0.823,0,0,1,0,0,0
110,BLR,2/6/2022,880.559,1.589,3.921,0.1405,7.1,46.31,23.15,46.858,40.3,14.799,17167.967,0.5,443.129,5.18,10.5,46.1,11.0,0.823,0,0,1,0,0,0
111,BLR,2/7/2022,621.527,1.271,3.894,0.1566,6.4,46.31,23.15,46.858,40.3,14.799,17167.967,0.5,443.129,5.18,10.5,46.1,11.0,0.823,0,0,1,0,0,0
112,BEL,2/1/2022,2489.784,2.665,8.718,0.439,2.3,76.4,50.0,375.564,41.8,18.571,42658.576,0.2,114.898,4.29,25.1,31.4,5.64,0.931,0,0,1,0,0,0
113,BEL,2/2/2022,3905.321,4.212,8.115,0.428,2.3,76.5,50.0,375.564,41.8,18.571,42658.576,0.2,114.898,4.29,25.1,31.4,5.64,0.931,0,0,1,0,0,0
114,BEL,2/3/2022,3269.077,4.556,7.557,0.417,2.4,76.51,50.0,375.564,41.8,18.571,42658.576,0.2,114.898,4.29,25.1,31.4,5.64,0.931,0,0,1,0,0,0
115,BEL,2/4/2022,2439.923,3.611,7.055,0.405,2.5,76.54,50.0,375.564,41.8,18.571,42658.576,0.2,114.898,4.29,25.1,31.4,5.64,0.931,0,0,1,0,0,0
116,BEL,2/5/2022,0.0,0.0,6.718,0.395,2.5,76.75,50.0,375.564,41.8,18.571,42658.576,0.2,114.898,4.29,25.1,31.4,5.64,0.931,0,0,1,0,0,0
117,BEL,2/6/2022,0.0,0.0,6.538,0.389,2.6,76.81,50.0,375.564,41.8,18.571,42658.576,0.2,114.898,4.29,25.1,31.4,5.64,0.931,0,0,1,0,0,0
118,BEL,2/7/2022,4194.773,9.456,6.237,0.377,2.7,76.83,50.0,375.564,41.8,18.571,42658.576,0.2,114.898,4.29,25.1,31.4,5.64,0.931,0,0,1,0,0,0
119,BLZ,2/1/2022,3746.465,9.879,4.841,0.2727,3.7,50.49,72.22,16.426,25.0,3.853,7824.362,2.2,176.957,17.11,5.3,19.75,1.3,0.716,0,0,0,1,0,0
120,BLZ,2/2/2022,1904.103,0.0,4.561,0.2874,3.5,50.49,72.22,16.426,25.0,3.853,7824.362,2.2,176.957,17.11,5.3,19.75,1.3,0.716,0,0,0,1,0,0
121,BLZ,2/3/2022,1044.664,0.0,4.561,0.2633,3.8,50.49,72.22,16.426,25.0,3.853,7824.362,2.2,176.957,17.11,5.3,19.75,1.3,0.716,0,0,0,1,0,0
122,BLZ,2/4/2022,854.5,0.0,4.561,0.2364,4.2,50.49,72.22,16.426,25.0,3.853,7824.362,2.2,176.957,17.11,5.3,19.75,1.3,0.716,0,0,0,1,0,0
